State,Year,Period,Labor_Force_Participation_Ratio,Employment_Participation_Ratio,Labor_Force,Employment,Unemployment,Unemployment_rate,Latitude,Longitude
Vermont,2009,Apr,71,66.7,359755,337870,21885,6.1,44.558803,-72.577841
Vermont,2009,May,71.3,66.9,361124,338923,22201,6.1,44.558803,-72.577841
Vermont,2009,Jun,71.2,66.8,360821,338444,22377,6.2,44.558803,-72.577841
Vermont,2009,Jul,71.1,66.6,360377,337862,22515,6.2,44.558803,-72.577841
Vermont,2009,Aug,70.9,66.4,359802,337117,22685,6.3,44.558803,-72.577841
Vermont,2009,Sep,70.7,66.2,359182,336279,22903,6.4,44.558803,-72.577841
Vermont,2009,Oct,70.6,66,358651,335482,23169,6.5,44.558803,-72.577841
Vermont,2009,Nov,70.5,65.9,358407,334938,23469,6.5,44.558803,-72.577841
Vermont,2009,Dec,70.5,65.8,358555,334803,23752,6.6,44.558803,-72.577841
Vermont,2010,Jan,70.6,65.9,359006,335086,23920,6.7,44.558803,-72.577841
Vermont,2010,Feb,70.6,65.9,359539,335633,23906,6.6,44.558803,-72.577841
Vermont,2010,Mar,70.7,66,359952,336236,23716,6.6,44.558803,-72.577841
Vermont,2010,Apr,71.1,66.5,360198,336797,23401,6.5,44.558803,-72.577841
Vermont,2010,May,71.1,66.6,360279,337283,22996,6.4,44.558803,-72.577841
Vermont,2010,Jun,71.1,66.6,360157,337576,22581,6.3,44.558803,-72.577841
Vermont,2010,Jul,71,66.6,359881,337624,22257,6.2,44.558803,-72.577841
Vermont,2010,Aug,70.9,66.5,359635,337553,22082,6.1,44.558803,-72.577841
Vermont,2010,Sep,70.8,66.5,359493,337459,22034,6.1,44.558803,-72.577841
Vermont,2010,Oct,70.7,66.4,359468,337452,22016,6.1,44.558803,-72.577841
Vermont,2010,Nov,70.7,66.4,359473,337528,21945,6.1,44.558803,-72.577841
Vermont,2010,Dec,70.7,66.4,359459,337650,21809,6.1,44.558803,-72.577841
Vermont,2011,Jan,70.6,66.4,359441,337829,21612,6,44.558803,-72.577841
Vermont,2011,Feb,70.6,66.4,359320,337959,21361,5.9,44.558803,-72.577841
Vermont,2011,Mar,70.5,66.3,358981,337921,21060,5.9,44.558803,-72.577841
Vermont,2011,Apr,70.3,66.2,358434,337692,20742,5.8,44.558803,-72.577841
Vermont,2011,May,70.2,66.1,357830,337364,20466,5.7,44.558803,-72.577841
Vermont,2011,Jun,70,66.1,357343,337129,20214,5.7,44.558803,-72.577841
Vermont,2011,Jul,69.9,66,357058,337145,19913,5.6,44.558803,-72.577841
Vermont,2011,Aug,69.9,66.1,356927,337389,19538,5.5,44.558803,-72.577841
Vermont,2011,Sep,69.9,66.1,356866,337751,19115,5.4,44.558803,-72.577841
Vermont,2011,Oct,69.8,66.2,356776,338090,18686,5.2,44.558803,-72.577841
Vermont,2011,Nov,69.8,66.2,356508,338251,18257,5.1,44.558803,-72.577841
Vermont,2011,Dec,69.7,66.2,356006,338170,17836,5,44.558803,-72.577841
Vermont,2012,Jan,69.5,66.1,355362,337888,17474,4.9,44.558803,-72.577841
Vermont,2012,Feb,69.4,66,354783,337552,17231,4.9,44.558803,-72.577841
Vermont,2012,Mar,69.3,66,354381,337236,17145,4.8,44.558803,-72.577841
Vermont,2012,Apr,69.3,65.9,354130,336947,17183,4.9,44.558803,-72.577841
Vermont,2012,May,69.2,65.9,354020,336755,17265,4.9,44.558803,-72.577841
Vermont,2012,Jun,69.2,65.9,353999,336688,17311,4.9,44.558803,-72.577841
Vermont,2012,Jul,69.2,65.8,353993,336722,17271,4.9,44.558803,-72.577841
Vermont,2012,Aug,69.2,65.8,353956,336820,17136,4.8,44.558803,-72.577841
Vermont,2012,Sep,69.1,65.8,353835,336908,16927,4.8,44.558803,-72.577841
Vermont,2012,Oct,69.1,65.8,353543,336872,16671,4.7,44.558803,-72.577841
Vermont,2012,Nov,69,65.7,353111,336683,16428,4.7,44.558803,-72.577841
Vermont,2012,Dec,68.8,65.7,352575,336348,16227,4.6,44.558803,-72.577841
Vermont,2018,Jan,67.1,65.2,354979,345110,9869,2.8,44.558803,-72.577841
Vermont,2018,Feb,67.1,65.3,355297,345619,9678,2.7,44.558803,-72.577841
Vermont,2018,Mar,67.2,65.4,355659,346233,9426,2.7,44.558803,-72.577841
Vermont,2018,Apr,67.2,65.5,355914,346783,9131,2.6,44.558803,-72.577841
Vermont,2018,May,67.2,65.5,355989,347144,8845,2.5,44.558803,-72.577841
Vermont,2018,Jun,67.1,65.5,355873,347274,8599,2.4,44.558803,-72.577841
Vermont,2018,Jul,67.1,65.5,355582,347161,8421,2.4,44.558803,-72.577841
Vermont,2018,Aug,67,65.4,355259,346919,8340,2.3,44.558803,-72.577841
Vermont,2018,Sep,66.9,65.3,355027,346692,8335,2.3,44.558803,-72.577841
Vermont,2018,Oct,66.8,65.3,354920,346570,8350,2.4,44.558803,-72.577841
Vermont,2018,Nov,66.8,65.2,354931,346578,8353,2.4,44.558803,-72.577841
Vermont,2018,Dec,66.8,65.2,354968,346672,8296,2.3,44.558803,-72.577841
Vermont,2019,Jan,66.7,65.2,354474,346358,8116,2.3,44.558803,-72.577841
Vermont,2019,Feb,66.6,65.2,354237,346395,7842,2.2,44.558803,-72.577841
Vermont,2019,Mar,66.5,65.1,353823,346324,7499,2.1,44.558803,-72.577841
Vermont,2019,Apr,66.4,65.1,353336,346174,7162,2,44.558803,-72.577841
Vermont,2019,May,66.3,65,352876,345963,6913,2,44.558803,-72.577841
Vermont,2019,Jun,66.2,65,352570,345735,6835,1.9,44.558803,-72.577841
Vermont,2019,Jul,66.2,64.9,352520,345573,6947,2,44.558803,-72.577841
Vermont,2019,Aug,66.2,64.9,352724,345548,7176,2,44.558803,-72.577841
Vermont,2019,Sep,66.3,64.9,353130,345754,7376,2.1,44.558803,-72.577841
Vermont,2019,Oct,66.3,64.9,353531,346078,7453,2.1,44.558803,-72.577841
Vermont,2019,Nov,66.3,64.9,353657,346364,7293,2.1,44.558803,-72.577841
Vermont,2019,Dec,66.2,64.9,353332,346278,7054,2,44.558803,-72.577841
Vermont,2020,Jan,66.1,64.7,352684,345634,7050,2,44.558803,-72.577841
Vermont,2020,Feb,65.9,64.5,351988,344490,7498,2.1,44.558803,-72.577841
Vermont,2020,Mar,65.8,64.3,351571,343177,8394,2.4,44.558803,-72.577841
Vermont,2020,Apr,66.1,56.8,352684,303027,49657,14.1,44.558803,-72.577841
Vermont,2020,May,63.6,57.5,339428,307067,32361,9.5,44.558803,-72.577841
Vermont,2020,Jun,62.7,57.9,334874,308908,25966,7.8,44.558803,-72.577841
Vermont,2020,Jul,62.5,58.4,333959,311750,22209,6.7,44.558803,-72.577841
Vermont,2020,Aug,62.2,58.7,332255,314025,18230,5.5,44.558803,-72.577841
Vermont,2020,Sep,62.1,59.1,332420,316194,16226,4.9,44.558803,-72.577841
Vermont,2020,Oct,61.9,59.2,331688,317237,14451,4.4,44.558803,-72.577841
Vermont,2020,Nov,61.9,59.3,331745,317763,13982,4.2,44.558803,-72.577841
Vermont,2020,Dec,61.9,59.3,332183,317955,14228,4.3,44.558803,-72.577841
Vermont,2021,Jan,62,59.3,332768,318210,14558,4.4,44.558803,-72.577841
Vermont,2021,Feb,62.1,59.4,333687,318860,14827,4.4,44.558803,-72.577841
Vermont,2021,Mar,62.3,59.6,334668,319978,14690,4.4,44.558803,-72.577841
Vermont,2021,Apr,62.4,59.8,335500,321370,14130,4.2,44.558803,-72.577841
Vermont,2021,May,62.4,60,336044,322819,13225,3.9,44.558803,-72.577841
Vermont,2021,Jun,62.4,60.1,336363,324063,12300,3.7,44.558803,-72.577841
Vermont,2021,Jul,62.4,60.3,336444,324979,11465,3.4,44.558803,-72.577841
Vermont,2021,Aug,62.4,60.4,336719,325912,10807,3.2,44.558803,-72.577841
Vermont,2021,Sep,62.5,60.6,337117,326812,10305,3.1,44.558803,-72.577841
Vermont,2021,Oct,62.6,60.8,337873,328015,9858,2.9,44.558803,-72.577841
Vermont,2021,Nov,62.7,61,338659,329290,9369,2.8,44.558803,-72.577841
Vermont,2021,Dec,62.9,61.3,339491,330665,8826,2.6,44.558803,-72.577841
Vermont,2022,Jan,63,61.5,340264,331953,8311,2.4,44.558803,-72.577841
Vermont,2022,Feb,63.2,61.7,341053,333188,7865,2.3,44.558803,-72.577841
Vermont,2022,Mar,63.3,61.9,341768,334213,7555,2.2,44.558803,-72.577841
Vermont,2022,Apr,63.4,62.1,342486,335086,7400,2.2,44.558803,-72.577841
Vermont,2022,May,63.5,62.1,342990,335581,7409,2.2,44.558803,-72.577841
Vermont,2022,Jun,63.6,62.2,343427,335846,7581,2.2,44.558803,-72.577841
Vermont,2022,Jul,63.6,62.1,343800,335909,7891,2.3,44.558803,-72.577841
Vermont,2022,Aug,63.7,62.1,344174,335944,8230,2.4,44.558803,-72.577841
Vermont,2022,Sep,63.7,62.1,344642,336175,8467,2.5,44.558803,-72.577841
Vermont,2022,Oct,63.8,62.2,345257,336735,8522,2.5,44.558803,-72.577841
Vermont,2022,Nov,63.9,62.4,346017,337678,8339,2.4,44.558803,-72.577841
Vermont,2022,Dec,64.1,62.6,346799,338874,7925,2.3,44.558803,-72.577841
Virginia,2006,Jan,68.5,66.2,3944531,3807796,136735,3.5,37.431573,-78.656894
Virginia,2006,Feb,68.5,66.2,3949380,3815798,133582,3.4,37.431573,-78.656894
Virginia,2006,Mar,68.6,66.3,3954870,3823250,131620,3.3,37.431573,-78.656894
Virginia,2006,Apr,68.6,66.3,3960510,3829433,131077,3.3,37.431573,-78.656894
Virginia,2006,May,68.6,66.4,3965991,3834431,131560,3.3,37.431573,-78.656894
Virginia,2006,Jun,68.6,66.4,3971300,3838785,132515,3.3,37.431573,-78.656894
Virginia,2006,Jul,68.7,66.4,3976954,3843635,133319,3.4,37.431573,-78.656894
Virginia,2006,Aug,68.7,66.4,3983653,3849897,133756,3.4,37.431573,-78.656894
Virginia,2006,Sep,68.8,66.5,3991266,3857489,133777,3.4,37.431573,-78.656894
Virginia,2006,Oct,68.8,66.5,3999235,3866151,133084,3.3,37.431573,-78.656894
Virginia,2006,Nov,68.9,66.6,4006703,3874981,131722,3.3,37.431573,-78.656894
Virginia,2006,Dec,68.9,66.7,4012705,3882705,130000,3.2,37.431573,-78.656894
Virginia,2007,Jan,68.9,66.7,4016723,3888251,128472,3.2,37.431573,-78.656894
Virginia,2007,Feb,68.9,66.7,4019179,3891877,127302,3.2,37.431573,-78.656894
Virginia,2007,Mar,68.9,66.7,4020557,3894124,126433,3.1,37.431573,-78.656894
Virginia,2007,Apr,68.8,66.7,4021773,3895919,125854,3.1,37.431573,-78.656894
Virginia,2007,May,68.8,66.7,4023984,3898080,125904,3.1,37.431573,-78.656894
Virginia,2007,Jun,68.8,66.6,4028150,3901236,126914,3.2,37.431573,-78.656894
Virginia,2007,Jul,68.8,66.6,4034464,3905389,129075,3.2,37.431573,-78.656894
Virginia,2007,Aug,68.9,66.7,4042707,3910208,132499,3.3,37.431573,-78.656894
Virginia,2007,Sep,69,66.7,4052349,3915752,136597,3.4,37.431573,-78.656894
Virginia,2007,Oct,69.1,66.7,4062269,3921492,140777,3.5,37.431573,-78.656894
Virginia,2007,Nov,69.2,66.7,4071799,3927530,144269,3.5,37.431573,-78.656894
Virginia,2007,Dec,69.3,66.8,4081055,3934313,146742,3.6,37.431573,-78.656894
Virginia,2008,Jan,69.4,66.8,4089713,3941102,148611,3.6,37.431573,-78.656894
Virginia,2008,Feb,69.5,66.9,4097974,3947359,150615,3.7,37.431573,-78.656894
Virginia,2008,Mar,69.5,66.9,4106722,3952938,153784,3.7,37.431573,-78.656894
Virginia,2008,Apr,69.6,67,4116032,3957470,158562,3.9,37.431573,-78.656894
Virginia,2008,May,69.7,66.9,4125461,3960901,164560,4,37.431573,-78.656894
Virginia,2008,Jun,69.8,66.9,4134305,3963346,170959,4.1,37.431573,-78.656894
Virginia,2008,Jul,69.9,66.9,4141385,3964430,176955,4.3,37.431573,-78.656894
Virginia,2008,Aug,69.9,66.8,4145890,3963418,182472,4.4,37.431573,-78.656894
Virginia,2008,Sep,69.8,66.6,4147911,3959244,188667,4.5,37.431573,-78.656894
Virginia,2008,Oct,69.7,66.4,4148057,3951093,196964,4.7,37.431573,-78.656894
Virginia,2008,Nov,69.6,66.1,4146700,3938595,208105,5,37.431573,-78.656894
Virginia,2008,Dec,69.5,65.8,4144520,3922612,221908,5.4,37.431573,-78.656894
Virginia,2009,Jan,69.4,65.4,4142432,3905221,237211,5.7,37.431573,-78.656894
Virginia,2009,Feb,69.3,65.1,4141054,3888770,252284,6.1,37.431573,-78.656894
Virginia,2009,Mar,69.3,64.8,4140763,3875758,265005,6.4,37.431573,-78.656894
Virginia,2009,Apr,69.2,64.6,4141347,3867062,274285,6.6,37.431573,-78.656894
Virginia,2009,May,69.1,64.5,4141603,3861057,280546,6.8,37.431573,-78.656894
Virginia,2009,Jun,69.1,64.3,4140712,3855929,284783,6.9,37.431573,-78.656894
Virginia,2009,Jul,68.9,64.1,4138354,3850155,288199,7,37.431573,-78.656894
Virginia,2009,Aug,68.8,63.9,4134913,3843174,291739,7.1,37.431573,-78.656894
Virginia,2009,Sep,68.7,63.7,4131421,3835560,295861,7.2,37.431573,-78.656894
Virginia,2009,Oct,68.5,63.5,4128934,3828154,300780,7.3,37.431573,-78.656894
Virginia,2009,Nov,68.5,63.4,4129176,3822838,306338,7.4,37.431573,-78.656894
Virginia,2009,Dec,68.5,63.3,4132983,3821237,311746,7.5,37.431573,-78.656894
Virginia,2010,Jan,68.5,63.3,4139523,3823909,315614,7.6,37.431573,-78.656894
Virginia,2010,Feb,68.6,63.3,4146809,3829743,317066,7.6,37.431573,-78.656894
Virginia,2010,Mar,68.6,63.4,4153490,3837310,316180,7.6,37.431573,-78.656894
Virginia,2010,Apr,67.6,62.5,4159068,3845699,313369,7.5,37.431573,-78.656894
Virginia,2010,May,67.6,62.6,4163253,3854150,309103,7.4,37.431573,-78.656894
Virginia,2010,Jun,67.6,62.7,4165768,3861060,304708,7.3,37.431573,-78.656894
Virginia,2010,Jul,67.6,62.7,4167097,3865710,301387,7.2,37.431573,-78.656894
Virginia,2010,Aug,67.5,62.6,4168162,3868904,299258,7.2,37.431573,-78.656894
Virginia,2010,Sep,67.4,62.6,4169589,3871974,297615,7.1,37.431573,-78.656894
Virginia,2010,Oct,67.4,62.6,4172079,3876726,295353,7.1,37.431573,-78.656894
Virginia,2010,Nov,67.4,62.7,4175447,3883599,291848,7,37.431573,-78.656894
Virginia,2010,Dec,67.4,62.7,4179321,3892116,287205,6.9,37.431573,-78.656894
Virginia,2011,Jan,67.4,62.8,4183595,3901342,282253,6.7,37.431573,-78.656894
Virginia,2011,Feb,67.4,62.9,4187549,3909662,277887,6.6,37.431573,-78.656894
Virginia,2011,Mar,67.4,62.9,4189997,3915249,274748,6.6,37.431573,-78.656894
Virginia,2011,Apr,67.3,62.9,4191359,3917774,273585,6.5,37.431573,-78.656894
Virginia,2011,May,67.3,62.9,4193417,3918828,274589,6.5,37.431573,-78.656894
Virginia,2011,Jun,67.3,62.8,4197326,3920664,276662,6.6,37.431573,-78.656894
Virginia,2011,Jul,67.3,62.8,4203699,3925109,278590,6.6,37.431573,-78.656894
Virginia,2011,Aug,67.4,62.9,4211579,3932076,279503,6.6,37.431573,-78.656894
Virginia,2011,Sep,67.4,62.9,4219107,3940336,278771,6.6,37.431573,-78.656894
Virginia,2011,Oct,67.4,63,4224836,3948490,276346,6.5,37.431573,-78.656894
Virginia,2011,Nov,67.4,63,4227390,3954876,272514,6.4,37.431573,-78.656894
Virginia,2011,Dec,67.3,63,4226121,3958263,267858,6.3,37.431573,-78.656894
Virginia,2012,Jan,67.2,63,4222321,3959095,263226,6.2,37.431573,-78.656894
Virginia,2012,Feb,67,62.9,4218049,3958507,259542,6.2,37.431573,-78.656894
Virginia,2012,Mar,66.9,62.8,4214269,3956965,257304,6.1,37.431573,-78.656894
Virginia,2012,Apr,66.8,62.7,4210876,3954894,255982,6.1,37.431573,-78.656894
Virginia,2012,May,66.7,62.7,4208645,3953818,254827,6.1,37.431573,-78.656894
Virginia,2012,Jun,66.6,62.6,4208558,3955368,253190,6,37.431573,-78.656894
Virginia,2012,Jul,66.6,62.6,4210712,3960179,250533,5.9,37.431573,-78.656894
Virginia,2012,Aug,66.6,62.7,4215085,3967765,247320,5.9,37.431573,-78.656894
Virginia,2012,Sep,66.6,62.8,4221076,3976567,244509,5.8,37.431573,-78.656894
Virginia,2012,Oct,66.7,62.8,4226595,3984368,242227,5.7,37.431573,-78.656894
Virginia,2012,Nov,66.7,62.9,4230245,3989727,240518,5.7,37.431573,-78.656894
Virginia,2012,Dec,66.6,62.9,4231663,3992299,239364,5.7,37.431573,-78.656894
Virginia,2018,Jan,65.4,63.2,4349259,4202231,147028,3.4,37.431573,-78.656894
Virginia,2018,Feb,65.5,63.3,4355545,4211373,144172,3.3,37.431573,-78.656894
Virginia,2018,Mar,65.5,63.4,4361958,4222034,139924,3.2,37.431573,-78.656894
Virginia,2018,Apr,65.5,63.5,4364905,4230473,134432,3.1,37.431573,-78.656894
Virginia,2018,May,65.5,63.5,4362496,4233868,128628,2.9,37.431573,-78.656894
Virginia,2018,Jun,65.4,63.5,4356635,4232960,123675,2.8,37.431573,-78.656894
Virginia,2018,Jul,65.2,63.4,4350276,4229820,120456,2.8,37.431573,-78.656894
Virginia,2018,Aug,65.1,63.3,4346897,4227022,119875,2.8,37.431573,-78.656894
Virginia,2018,Sep,65.1,63.3,4348736,4226588,122148,2.8,37.431573,-78.656894
Virginia,2018,Oct,65.2,63.3,4356111,4229700,126411,2.9,37.431573,-78.656894
Virginia,2018,Nov,65.3,63.3,4367520,4236410,131110,3,37.431573,-78.656894
Virginia,2018,Dec,65.4,63.4,4380653,4245652,135001,3.1,37.431573,-78.656894
Virginia,2019,Jan,65.6,63.6,4396396,4260890,135506,3.1,37.431573,-78.656894
Virginia,2019,Feb,65.7,63.7,4404498,4270127,134371,3.1,37.431573,-78.656894
Virginia,2019,Mar,65.8,63.8,4408785,4278551,130234,3,37.431573,-78.656894
Virginia,2019,Apr,65.8,63.9,4410211,4286225,123986,2.8,37.431573,-78.656894
Virginia,2019,May,65.7,64,4410215,4292873,117342,2.7,37.431573,-78.656894
Virginia,2019,Jun,65.7,64,4410741,4298372,112369,2.5,37.431573,-78.656894
Virginia,2019,Jul,65.7,64,4413339,4302836,110503,2.5,37.431573,-78.656894
Virginia,2019,Aug,65.7,64,4418869,4306986,111883,2.5,37.431573,-78.656894
Virginia,2019,Sep,65.8,64.1,4427413,4312311,115102,2.6,37.431573,-78.656894
Virginia,2019,Oct,65.9,64.1,4436805,4317786,119019,2.7,37.431573,-78.656894
Virginia,2019,Nov,65.9,64.1,4444078,4321802,122276,2.8,37.431573,-78.656894
Virginia,2019,Dec,65.9,64.1,4444382,4321128,123254,2.8,37.431573,-78.656894
Virginia,2020,Jan,65.8,63.9,4438456,4314488,123968,2.8,37.431573,-78.656894
Virginia,2020,Feb,65.7,63.8,4432603,4303501,129102,2.9,37.431573,-78.656894
Virginia,2020,Mar,65.7,63.6,4434893,4293871,141022,3.2,37.431573,-78.656894
Virginia,2020,Apr,63.9,56.2,4307164,3791428,515736,12,37.431573,-78.656894
Virginia,2020,May,63.5,57.2,4284797,3855968,428829,10,37.431573,-78.656894
Virginia,2020,Jun,63.4,57.7,4274955,3896333,378622,8.9,37.431573,-78.656894
Virginia,2020,Jul,63.7,58.5,4303193,3948882,354311,8.2,37.431573,-78.656894
Virginia,2020,Aug,63.7,59.1,4304455,3992710,311745,7.2,37.431573,-78.656894
Virginia,2020,Sep,63.9,59.7,4316277,4031685,284592,6.6,37.431573,-78.656894
Virginia,2020,Oct,63.6,60,4303655,4054660,248995,5.8,37.431573,-78.656894
Virginia,2020,Nov,63.5,60.2,4296215,4069768,226447,5.3,37.431573,-78.656894
Virginia,2020,Dec,63.4,60.3,4292824,4077871,214953,5,37.431573,-78.656894
Virginia,2021,Jan,63.4,60.3,4289032,4083522,205510,4.8,37.431573,-78.656894
Virginia,2021,Feb,63.4,60.4,4290522,4090308,200214,4.7,37.431573,-78.656894
Virginia,2021,Mar,63.5,60.6,4297427,4102160,195267,4.5,37.431573,-78.656894
Virginia,2021,Apr,63.6,60.8,4304522,4115815,188707,4.4,37.431573,-78.656894
Virginia,2021,May,63.6,60.9,4311370,4130207,181163,4.2,37.431573,-78.656894
Virginia,2021,Jun,63.6,61.1,4315413,4142224,173189,4,37.431573,-78.656894
Virginia,2021,Jul,63.6,61.2,4315098,4152339,162759,3.8,37.431573,-78.656894
Virginia,2021,Aug,63.6,61.3,4316526,4163470,153056,3.5,37.431573,-78.656894
Virginia,2021,Sep,63.6,61.5,4319199,4175354,143845,3.3,37.431573,-78.656894
Virginia,2021,Oct,63.7,61.7,4328027,4191714,136313,3.1,37.431573,-78.656894
Virginia,2021,Nov,63.9,62,4340092,4210083,130009,3,37.431573,-78.656894
Virginia,2021,Dec,64.1,62.2,4355909,4230543,125366,2.9,37.431573,-78.656894
Virginia,2022,Jan,64.3,62.5,4373607,4250798,122809,2.8,37.431573,-78.656894
Virginia,2022,Feb,64.6,62.8,4389803,4269549,120254,2.7,37.431573,-78.656894
Virginia,2022,Mar,64.7,63,4401422,4283883,117539,2.7,37.431573,-78.656894
Virginia,2022,Apr,64.8,63.1,4409387,4294683,114704,2.6,37.431573,-78.656894
Virginia,2022,May,64.8,63.2,4413581,4301293,112288,2.5,37.431573,-78.656894
Virginia,2022,Jun,64.8,63.2,4417215,4305185,112030,2.5,37.431573,-78.656894
Virginia,2022,Jul,64.9,63.2,4422476,4307520,114956,2.6,37.431573,-78.656894
Virginia,2022,Aug,65,63.2,4430370,4310302,120068,2.7,37.431573,-78.656894
Virginia,2022,Sep,65.1,63.2,4442735,4316196,126539,2.8,37.431573,-78.656894
Virginia,2022,Oct,65.3,63.4,4460208,4327153,133055,3,37.431573,-78.656894
Virginia,2022,Nov,65.6,63.6,4480520,4342838,137682,3.1,37.431573,-78.656894
Virginia,2022,Dec,65.8,63.8,4500423,4360987,139436,3.1,37.431573,-78.656894
Washington,2006,Jan,67.6,64.1,3292718,3125422,167296,5.1,47.751074,-120.740139
Washington,2006,Feb,67.6,64.2,3297951,3133200,164751,5,47.751074,-120.740139
Washington,2006,Mar,67.6,64.2,3304104,3140073,164031,5,47.751074,-120.740139
Washington,2006,Apr,67.6,64.3,3311209,3146142,165067,5,47.751074,-120.740139
Washington,2006,May,67.7,64.3,3318875,3152061,166814,5,47.751074,-120.740139
Washington,2006,Jun,67.7,64.3,3326358,3158117,168241,5.1,47.751074,-120.740139
Washington,2006,Jul,67.8,64.3,3333760,3165012,168748,5.1,47.751074,-120.740139
Washington,2006,Aug,67.8,64.4,3341319,3172753,168566,5,47.751074,-120.740139
Washington,2006,Sep,67.8,64.4,3348767,3180801,167966,5,47.751074,-120.740139
Washington,2006,Oct,67.9,64.5,3355850,3189139,166711,5,47.751074,-120.740139
Washington,2006,Nov,67.9,64.6,3362320,3197583,164737,4.9,47.751074,-120.740139
Washington,2006,Dec,67.9,64.6,3367727,3205651,162076,4.8,47.751074,-120.740139
Washington,2007,Jan,67.9,64.7,3371978,3213005,158973,4.7,47.751074,-120.740139
Washington,2007,Feb,67.9,64.7,3375862,3219836,156026,4.6,47.751074,-120.740139
Washington,2007,Mar,67.9,64.8,3379685,3226114,153571,4.5,47.751074,-120.740139
Washington,2007,Apr,67.8,64.8,3383635,3231633,152002,4.5,47.751074,-120.740139
Washington,2007,May,67.8,64.8,3388302,3236416,151886,4.5,47.751074,-120.740139
Washington,2007,Jun,67.9,64.8,3394186,3241007,153179,4.5,47.751074,-120.740139
Washington,2007,Jul,67.9,64.8,3401159,3245815,155344,4.6,47.751074,-120.740139
Washington,2007,Aug,68,64.8,3409111,3251381,157730,4.6,47.751074,-120.740139
Washington,2007,Sep,68,64.9,3417771,3258296,159475,4.7,47.751074,-120.740139
Washington,2007,Oct,68.1,64.9,3426353,3266024,160329,4.7,47.751074,-120.740139
Washington,2007,Nov,68.2,65,3434198,3274082,160116,4.7,47.751074,-120.740139
Washington,2007,Dec,68.2,65,3441083,3281863,159220,4.6,47.751074,-120.740139
Washington,2008,Jan,68.2,65.1,3446781,3288083,158698,4.6,47.751074,-120.740139
Washington,2008,Feb,68.2,65.1,3451561,3292130,159431,4.6,47.751074,-120.740139
Washington,2008,Mar,68.3,65.1,3456754,3294563,162191,4.7,47.751074,-120.740139
Washington,2008,Apr,68.3,65,3463341,3296358,166983,4.8,47.751074,-120.740139
Washington,2008,May,68.4,65,3470993,3297939,173054,5,47.751074,-120.740139
Washington,2008,Jun,68.4,64.9,3478758,3299349,179409,5.2,47.751074,-120.740139
Washington,2008,Jul,68.5,64.8,3485255,3300237,185018,5.3,47.751074,-120.740139
Washington,2008,Aug,68.4,64.7,3489319,3299643,189676,5.4,47.751074,-120.740139
Washington,2008,Sep,68.4,64.5,3490731,3296178,194553,5.6,47.751074,-120.740139
Washington,2008,Oct,68.2,64.3,3490210,3288871,201339,5.8,47.751074,-120.740139
Washington,2008,Nov,68.1,64,3488288,3277136,211152,6.1,47.751074,-120.740139
Washington,2008,Dec,67.9,63.6,3485137,3261532,223605,6.4,47.751074,-120.740139
Washington,2009,Jan,67.8,63.2,3480693,3243615,237078,6.8,47.751074,-120.740139
Washington,2009,Feb,67.6,62.7,3474872,3225423,249449,7.2,47.751074,-120.740139
Washington,2009,Mar,67.3,62.3,3467544,3209014,258530,7.5,47.751074,-120.740139
Washington,2009,Apr,67.2,62,3467492,3195574,271918,7.8,47.751074,-120.740139
Washington,2009,May,67.1,61.7,3466388,3185132,281256,8.1,47.751074,-120.740139
Washington,2009,Jun,67,61.4,3464827,3176939,287888,8.3,47.751074,-120.740139
Washington,2009,Jul,66.9,61.2,3463333,3169356,293977,8.5,47.751074,-120.740139
Washington,2009,Aug,66.8,61,3462571,3161327,301244,8.7,47.751074,-120.740139
Washington,2009,Sep,66.7,60.7,3463071,3152726,310345,9,47.751074,-120.740139
Washington,2009,Oct,66.5,60.5,3456236,3143906,312330,9,47.751074,-120.740139
Washington,2009,Nov,66.3,60.3,3451994,3136631,315363,9.1,47.751074,-120.740139
Washington,2009,Dec,66.2,60.1,3451532,3132862,318670,9.2,47.751074,-120.740139
Washington,2010,Jan,66.2,60.1,3454420,3133335,321085,9.3,47.751074,-120.740139
Washington,2010,Feb,66.2,60.1,3458632,3136999,321633,9.3,47.751074,-120.740139
Washington,2010,Mar,66.2,60.1,3462164,3141865,320299,9.3,47.751074,-120.740139
Washington,2010,Apr,66.2,60.1,3463843,3146041,317802,9.2,47.751074,-120.740139
Washington,2010,May,66.1,60.1,3463335,3148394,314941,9.1,47.751074,-120.740139
Washington,2010,Jun,66,60.1,3461303,3148334,312969,9,47.751074,-120.740139
Washington,2010,Jul,65.9,60,3458973,3146426,312547,9,47.751074,-120.740139
Washington,2010,Aug,65.8,59.9,3457191,3143795,313396,9.1,47.751074,-120.740139
Washington,2010,Sep,65.7,59.7,3456058,3141316,314742,9.1,47.751074,-120.740139
Washington,2010,Oct,65.6,59.6,3455291,3139893,315398,9.1,47.751074,-120.740139
Washington,2010,Nov,65.5,59.6,3453762,3139343,314419,9.1,47.751074,-120.740139
Washington,2010,Dec,65.4,59.5,3450811,3139125,311686,9,47.751074,-120.740139
Washington,2011,Jan,65.3,59.4,3447125,3139152,307973,8.9,47.751074,-120.740139
Washington,2011,Feb,65.1,59.4,3443437,3139149,304288,8.8,47.751074,-120.740139
Washington,2011,Mar,65,59.3,3440138,3139014,301124,8.8,47.751074,-120.740139
Washington,2011,Apr,64.9,59.3,3437612,3138956,298656,8.7,47.751074,-120.740139
